transaccion_id,hora_dia,importe,categoria_comercio,pais_distinto_habitual,dispositivo_nuevo,num_transacciones_24h,antiguedad_cuenta_dias,es_fraude
TX902718,13,55.36,Suscripciones,0,0,3,957,0
TX902719,4,6.48,Alimentación,0,0,3,2254,0
TX902720,5,9.37,Ropa,0,0,3,2440,0
TX902721,6,2.99,Suscripciones,0,0,3,1580,0
TX902722,19,189.67,Ropa,1,0,0,1822,0
TX902723,3,33.7,Viajes,0,0,1,1008,0
TX902724,11,60.53,Retirada de efectivo,0,0,3,1417,0
TX902725,13,16.73,Electrónica,0,0,2,1412,0
TX902726,8,68.33,Suscripciones,0,0,1,373,0
TX902727,10,5.54,Retirada de efectivo,0,0,1,2559,0
TX902728,2,41.95,Alimentación,0,1,2,1129,0
TX902729,11,19.74,Ropa,1,0,1,692,0
TX902730,23,34.91,Ropa,0,0,0,2492,0
TX902731,15,22.22,Viajes,0,0,2,920,0
TX902732,1,37.28,Retirada de efectivo,0,0,0,2267,0
TX902733,2,3.01,Viajes,0,0,2,746,0
TX902734,8,10.61,Suscripciones,1,0,2,1031,0
TX902735,18,49.74,Viajes,0,0,1,390,0
TX902736,4,181.62,Retirada de efectivo,1,1,2,738,0
TX902737,14,10.07,Alimentación,0,0,2,734,0
TX902738,17,50.23,Ropa,0,0,5,2543,0
TX902739,0,46.24,Retirada de efectivo,0,0,2,2495,0
TX902740,4,32.58,Suscripciones,0,0,2,1685,0
TX902741,7,127.61,Suscripciones,0,0,1,1072,0
TX902742,15,14.01,Alimentación,0,0,3,465,0
TX902743,15,66.47,Alimentación,0,1,2,2033,0
TX902744,15,20.07,Suscripciones,0,0,3,2539,0
TX902745,9,131.8,Ropa,0,1,3,1950,0
TX902746,13,12.37,Suscripciones,0,0,2,673,0
TX902747,1,30.75,Suscripciones,0,1,2,72,0
TX902748,3,5.36,Alimentación,0,0,1,246,0
TX902749,15,11.07,Retirada de efectivo,1,0,1,1760,0
TX902750,2,138.13,Viajes,0,0,2,644,0
TX902751,11,14.91,Viajes,0,0,1,1581,0
TX902752,13,17.36,Suscripciones,0,0,1,2014,0
TX902753,1,68.89,Retirada de efectivo,0,0,2,1971,0
TX902754,10,10.25,Suscripciones,0,0,3,1032,0
TX902755,3,23.98,Retirada de efectivo,0,0,2,1396,0
TX902756,8,16.94,Restauración,0,0,2,1366,0
TX902757,16,34.7,Suscripciones,0,0,2,284,0
TX902758,5,49.12,Alimentación,0,0,2,871,0
TX902759,0,28.36,Retirada de efectivo,0,0,1,2095,0
TX902760,6,2.62,Suscripciones,0,0,5,2595,0
TX902761,4,21.8,Alimentación,0,0,4,1819,0
TX902762,7,12.26,Alimentación,0,1,1,2021,0
TX902763,2,5.6,Viajes,0,0,4,2197,0
TX902764,12,2.0,Electrónica,0,0,0,1141,0
TX902765,5,9.81,Restauración,0,1,3,2511,0
TX902766,10,119.41,Retirada de efectivo,0,1,2,311,0
TX902767,18,36.15,Restauración,0,0,1,1980,0
TX902768,12,60.15,Electrónica,0,0,4,2119,0
TX902769,8,26.53,Electrónica,0,0,1,1171,0
TX902770,8,112.41,Alimentación,0,0,2,2183,0
TX902771,16,29.74,Ropa,0,0,2,1265,0
TX902772,22,40.15,Suscripciones,0,0,1,1699,0
TX902773,13,19.24,Ropa,0,0,2,1453,0
TX902774,1,24.28,Ropa,0,0,3,1845,0
TX902775,4,18.65,Suscripciones,0,0,1,916,0
TX902776,1,59.28,Viajes,0,0,7,393,0
TX902777,7,68.33,Viajes,0,0,0,511,0
TX902778,11,32.63,Retirada de efectivo,0,0,4,1494,0
TX902779,12,52.06,Suscripciones,0,0,3,1739,0
TX902780,7,22.5,Alimentación,0,0,1,1302,0
TX902781,20,40.66,Restauración,0,0,2,1483,0
TX902782,18,39.54,Electrónica,0,0,0,428,0
TX902783,1,7.13,Ropa,0,0,1,1913,0
TX902784,10,2.53,Viajes,0,0,3,2214,0
TX902785,5,79.25,Alimentación,0,0,3,2313,0
TX902786,8,23.93,Electrónica,0,0,1,1729,0
TX902787,3,20.86,Ropa,0,0,3,861,0
TX902788,20,15.62,Electrónica,0,0,3,2205,0
TX902789,23,18.4,Restauración,0,0,2,1382,0
TX902790,12,61.25,Ropa,0,0,2,1869,0
TX902791,2,13.42,Restauración,0,0,2,322,0
TX902792,22,20.83,Restauración,0,1,0,111,0
TX902793,5,13.21,Alimentación,0,0,1,1775,0
TX902794,1,114.19,Alimentación,0,0,7,921,0
TX902795,23,59.99,Suscripciones,0,0,3,353,0
TX902796,8,298.87,Electrónica,0,0,5,1075,0
TX902797,3,24.42,Electrónica,0,1,3,1616,0
TX902798,5,21.96,Retirada de efectivo,0,0,3,1818,0
TX902799,3,52.8,Retirada de efectivo,0,0,1,685,0
TX902800,11,9.02,Ropa,0,0,4,978,0
TX902801,2,70.14,Retirada de efectivo,0,0,1,2358,0
TX902802,3,29.48,Ropa,1,0,1,716,0
TX902803,1,67.41,Viajes,0,0,0,923,0
TX902804,22,12.11,Restauración,0,0,1,615,0
TX902805,10,19.06,Electrónica,0,0,5,1071,0
TX902806,13,34.83,Restauración,0,0,2,933,0
TX902807,17,36.07,Alimentación,1,0,1,686,1
TX902808,0,16.09,Ropa,0,0,3,526,0
TX902809,19,72.87,Restauración,0,0,4,2131,0
TX902810,5,34.35,Suscripciones,1,0,1,1189,0
TX902811,23,45.21,Retirada de efectivo,0,0,2,1551,0
TX902812,5,5.47,Ropa,0,0,1,2218,0
TX902813,21,4.11,Alimentación,0,0,3,2054,0
TX902814,0,10.81,Retirada de efectivo,0,0,3,625,0
TX902815,20,49.05,Electrónica,0,0,5,1618,0
TX902816,16,37.05,Ropa,0,0,2,2143,0
TX902817,19,133.29,Retirada de efectivo,0,1,3,207,0
TX902818,0,14.58,Ropa,0,0,2,2415,0
TX902819,2,30.01,Ropa,0,0,5,1183,0
TX902820,12,8.4,Retirada de efectivo,1,0,3,1537,1
TX902821,4,87.41,Retirada de efectivo,0,0,3,1856,0
TX902822,9,14.02,Ropa,0,0,5,2485,0
TX902823,17,64.35,Ropa,0,0,2,2425,0
TX902824,1,27.95,Viajes,0,0,1,984,0
TX902825,8,14.1,Electrónica,0,0,2,1620,0
TX902826,17,8.0,Ropa,0,1,1,972,0
TX902827,20,45.69,Retirada de efectivo,0,0,1,1479,0
TX902828,4,16.44,Suscripciones,0,0,2,539,0
TX902829,15,2.55,Alimentación,0,0,3,1146,0
TX902830,19,252.11,Retirada de efectivo,0,0,3,1981,0
TX902831,2,42.02,Electrónica,0,0,3,1056,0
TX902832,0,57.46,Viajes,0,0,2,553,0
TX902833,18,12.95,Alimentación,0,0,0,352,0
TX902834,19,6.91,Retirada de efectivo,0,1,4,1644,0
TX902835,9,16.03,Electrónica,0,0,1,1093,0
TX902836,2,101.65,Viajes,0,0,5,843,0
TX902837,12,8.6,Ropa,0,0,2,1853,0
TX902838,21,28.98,Suscripciones,0,1,2,1479,0
TX902839,4,11.09,Electrónica,0,1,5,556,0
TX902840,6,16.29,Retirada de efectivo,0,0,1,1984,0
TX902841,11,104.6,Restauración,0,0,2,676,0
TX902842,20,64.43,Retirada de efectivo,0,1,4,2153,0
TX902843,7,43.99,Restauración,0,0,2,297,0
TX902844,6,46.66,Restauración,0,1,1,1688,0
TX902845,4,9.9,Suscripciones,1,0,5,971,0
TX902846,22,145.59,Viajes,0,0,2,1456,0
TX902847,12,17.41,Retirada de efectivo,0,0,2,2487,0
TX902848,11,69.25,Ropa,0,0,5,519,0
TX902849,0,195.23,Suscripciones,0,0,0,188,0
TX902850,7,11.29,Alimentación,0,0,1,2296,0
TX902851,1,6.34,Retirada de efectivo,0,1,0,2408,1
TX902852,1,35.49,Ropa,0,1,1,2441,0
TX902853,8,26.81,Electrónica,0,1,5,459,0
TX902854,9,40.2,Ropa,0,0,2,2236,0
TX902855,2,12.31,Ropa,0,0,5,68,0
TX902856,7,15.47,Electrónica,0,0,2,833,0
TX902857,22,16.34,Suscripciones,0,0,3,2158,0
TX902858,8,66.56,Alimentación,0,0,1,1941,0
TX902859,6,55.93,Ropa,1,0,4,1625,0
TX902860,23,28.2,Restauración,0,0,2,742,0
TX902861,23,532.82,Retirada de efectivo,0,0,0,2272,0
TX902862,3,105.85,Suscripciones,0,0,6,2424,0
TX902863,15,10.66,Ropa,0,0,4,1146,0
TX902864,8,20.38,Viajes,0,0,5,1627,0
TX902865,22,196.44,Viajes,0,1,3,606,0
TX902866,3,14.54,Viajes,0,0,3,2167,0
TX902867,14,568.52,Restauración,0,0,2,1736,0
TX902868,20,32.83,Suscripciones,1,1,1,2545,0
TX902869,21,60.22,Retirada de efectivo,0,1,0,1377,0
TX902870,5,26.37,Retirada de efectivo,0,0,1,807,0
TX902871,9,4.91,Suscripciones,0,0,1,926,0
TX902872,20,67.07,Electrónica,0,0,3,1464,0
TX902873,6,12.69,Ropa,0,0,0,2136,0
TX902874,4,36.42,Alimentación,0,1,0,1293,0
TX902875,16,99.12,Ropa,0,0,3,589,0
TX902876,17,36.44,Suscripciones,0,0,4,647,0
TX902877,1,7.1,Electrónica,0,0,1,1050,0
TX902878,17,16.84,Ropa,0,1,2,322,0
TX902879,23,3.01,Restauración,0,0,1,1299,0
TX902880,6,13.83,Ropa,0,0,4,80,0
TX902881,18,29.84,Alimentación,0,0,2,209,0
TX902882,18,28.96,Retirada de efectivo,0,0,0,1582,0
TX902883,20,28.53,Viajes,0,0,3,2427,0
TX902884,22,20.16,Ropa,0,0,4,148,0
TX902885,8,30.28,Alimentación,0,0,1,191,0
TX902886,1,9.74,Suscripciones,0,0,2,148,0
TX902887,7,11.04,Restauración,0,0,1,496,0
TX902888,1,11.77,Ropa,0,0,1,1947,0
TX902889,21,830.78,Restauración,0,0,2,1093,0
TX902890,13,61.59,Retirada de efectivo,0,0,1,1584,0
TX902891,15,249.1,Suscripciones,0,1,2,2318,0
TX902892,1,12.51,Retirada de efectivo,0,0,2,1208,0
TX902893,1,9.16,Restauración,0,0,2,1150,0
TX902894,3,6.54,Retirada de efectivo,0,0,0,2246,0
TX902895,9,10.77,Suscripciones,0,0,0,898,0
TX902896,10,11.37,Suscripciones,0,1,6,230,0
TX902897,2,14.21,Viajes,0,0,3,240,0
TX902898,11,16.71,Restauración,0,0,1,1816,0
TX902899,23,38.06,Suscripciones,0,0,2,1778,0
TX902900,19,54.52,Electrónica,0,0,0,554,0
TX902901,21,53.94,Ropa,0,1,2,1592,0
TX902902,2,563.81,Viajes,0,0,0,2331,0
TX902903,10,19.27,Retirada de efectivo,0,1,2,1925,0
TX902904,13,206.13,Electrónica,0,1,3,565,0
TX902905,10,75.34,Ropa,0,0,0,1021,0
TX902906,2,78.07,Suscripciones,0,1,3,1372,0
TX902907,9,36.38,Electrónica,0,0,3,187,0
TX902908,6,27.89,Ropa,0,1,4,1738,0
TX902909,8,195.8,Electrónica,0,1,0,114,0
TX902910,18,267.39,Viajes,0,1,3,2053,0
TX902911,7,30.96,Alimentación,0,0,2,2295,0
TX902912,16,20.83,Alimentación,0,0,2,714,0
TX902913,20,17.66,Restauración,0,0,1,880,0
TX902914,8,35.52,Alimentación,1,0,1,143,0
TX902915,23,6.84,Restauración,0,0,3,1273,0
TX902916,22,3.48,Retirada de efectivo,0,0,1,972,0
TX902917,0,16.42,Electrónica,0,1,2,310,0
TX902918,8,14.03,Alimentación,0,1,2,627,0
TX902919,14,12.24,Alimentación,0,0,2,1235,0
TX902920,12,30.68,Electrónica,0,0,3,1286,0
TX902921,18,69.17,Restauración,0,0,2,69,0
TX902922,21,39.62,Viajes,0,0,4,1162,0
TX902923,18,57.45,Ropa,0,0,2,1248,0
TX902924,12,20.52,Viajes,0,0,1,1292,0
TX902925,3,32.23,Ropa,1,1,3,1199,0
TX902926,5,97.04,Retirada de efectivo,0,1,1,857,0
TX902927,2,8.52,Retirada de efectivo,0,0,3,2211,0
TX902928,1,29.88,Ropa,0,0,2,2245,0
TX902929,12,31.02,Electrónica,0,0,1,1820,0
TX902930,11,16.6,Electrónica,0,0,0,489,0
TX902931,11,29.62,Ropa,0,0,5,243,0
TX902932,5,65.77,Alimentación,0,0,0,1615,0
TX902933,4,9.9,Ropa,0,0,5,2505,0
TX902934,0,68.22,Viajes,0,0,5,1436,0
TX902935,14,55.99,Viajes,0,1,1,868,0
TX902936,13,3.24,Ropa,0,1,4,2085,0
TX902937,22,9.01,Ropa,0,0,4,2549,0
TX902938,3,58.87,Suscripciones,0,0,2,168,0
TX902939,10,154.12,Retirada de efectivo,0,0,1,345,0
TX902940,14,32.56,Retirada de efectivo,0,0,3,1280,0
TX902941,21,25.89,Retirada de efectivo,1,0,1,1169,0
TX902942,21,20.88,Retirada de efectivo,0,0,1,2473,0
TX902943,21,58.22,Alimentación,0,1,5,2036,0
TX902944,5,10.17,Restauración,0,0,5,1020,0
TX902945,15,45.9,Suscripciones,0,0,2,1365,0
TX902946,23,16.66,Alimentación,0,1,2,1900,0
TX902947,10,4.49,Viajes,0,0,5,512,0
TX902948,8,10.8,Restauración,0,1,0,2303,0
TX902949,15,15.59,Restauración,0,0,1,191,0
TX902950,0,8.64,Ropa,0,1,1,2054,0
TX902951,4,186.86,Ropa,0,0,6,67,0
TX902952,8,17.2,Ropa,1,0,2,647,0
TX902953,9,7.12,Suscripciones,0,1,3,456,0
TX902954,17,87.82,Alimentación,1,0,3,200,0
TX902955,11,7.23,Suscripciones,0,0,1,1250,0
TX902956,8,4.69,Viajes,0,0,2,1890,0
TX902957,11,126.57,Ropa,0,0,1,1311,0
TX902958,5,13.03,Electrónica,0,0,1,819,0
TX902959,0,64.12,Viajes,0,0,3,1243,0
TX902960,4,149.91,Electrónica,0,0,0,68,1
TX902961,1,4.12,Suscripciones,0,0,3,2420,0
TX902962,4,9.66,Alimentación,0,0,1,1084,0
TX902963,1,22.62,Viajes,0,1,1,1420,0
TX902964,18,92.0,Alimentación,0,1,8,2391,0
TX902965,9,48.4,Restauración,0,0,2,1488,0
TX902966,3,32.23,Electrónica,0,0,2,111,0
TX902967,12,44.77,Viajes,0,0,2,2379,0
TX902968,15,11.6,Electrónica,0,0,2,1073,0
TX902969,21,50.29,Electrónica,0,0,0,336,0
TX902970,14,20.35,Ropa,0,1,1,1337,0
TX902971,10,49.11,Ropa,0,0,3,608,0
TX902972,13,13.18,Suscripciones,0,0,3,1334,0
TX902973,9,25.21,Electrónica,0,1,1,123,0
TX902974,14,9.82,Suscripciones,0,0,3,2571,0
TX902975,6,31.3,Viajes,0,0,1,269,0
TX902976,5,18.18,Viajes,0,0,4,2035,0
TX902977,13,14.79,Ropa,0,1,1,2520,0
TX902978,12,26.3,Suscripciones,1,0,3,1743,0
TX902979,16,3.42,Alimentación,0,0,1,1092,0
TX902980,4,77.77,Viajes,0,0,1,278,0
TX902981,9,7.3,Ropa,0,0,2,1681,0
TX902982,3,12.58,Viajes,0,0,1,1865,0
TX902983,21,11.37,Ropa,1,0,1,1439,0
TX902984,17,3.15,Suscripciones,1,0,0,2369,0
TX902985,1,63.67,Restauración,0,0,1,2274,0
TX902986,11,26.08,Suscripciones,0,0,3,1425,0
TX902987,1,26.22,Viajes,0,0,1,1737,0
TX902988,11,201.54,Retirada de efectivo,1,0,0,57,0
TX902989,17,12.27,Viajes,0,0,1,1334,0
TX902990,0,3.51,Alimentación,0,0,3,2559,0
TX902991,7,41.0,Restauración,0,0,2,145,0
TX902992,20,48.41,Alimentación,0,0,3,511,0
TX902993,3,2.0,Viajes,1,0,1,1526,0
TX902994,0,4.21,Alimentación,0,0,2,169,0
TX902995,19,46.49,Electrónica,0,0,3,2127,0
TX902996,4,20.6,Alimentación,0,0,1,960,0
TX902997,4,60.52,Electrónica,0,0,3,1599,0
TX902998,14,26.59,Viajes,0,0,4,1849,0
TX902999,19,33.59,Restauración,0,0,3,502,0
TX903000,10,40.3,Viajes,0,1,2,2044,0
TX903001,15,27.14,Suscripciones,1,0,2,848,0
TX903002,12,17.86,Alimentación,1,0,0,2451,0
TX903003,14,11.27,Alimentación,1,0,0,2471,0
TX903004,18,71.25,Electrónica,1,0,1,1516,0
TX903005,2,206.3,Restauración,0,0,0,266,0
TX903006,13,64.76,Suscripciones,0,1,2,2515,0
TX903007,21,10.82,Suscripciones,1,0,4,1336,0
TX903008,14,7.73,Viajes,0,0,0,906,0
TX903009,2,5.31,Restauración,0,0,1,1884,0
TX903010,18,21.23,Electrónica,0,1,1,662,0
TX903011,1,27.05,Viajes,0,0,1,541,0
TX903012,20,14.92,Alimentación,0,0,1,10,0
TX903013,19,72.76,Ropa,0,1,1,2443,0
TX903014,18,19.71,Viajes,0,0,1,1782,0
TX903015,6,23.23,Retirada de efectivo,0,0,0,1353,0
TX903016,3,8.97,Suscripciones,0,0,4,477,0
TX903017,19,55.48,Restauración,1,0,4,1850,0
TX903018,6,15.82,Retirada de efectivo,0,0,2,972,0
TX903019,13,2.0,Suscripciones,0,0,2,235,0
TX903020,10,74.67,Retirada de efectivo,1,0,2,2441,0
TX903021,5,5.84,Ropa,0,0,2,539,0
TX903022,22,6.05,Viajes,0,0,2,127,0
TX903023,5,5.06,Alimentación,0,0,1,1178,0
TX903024,9,40.15,Electrónica,0,0,0,1086,0
TX903025,19,7.06,Ropa,0,0,2,1854,0
TX903026,5,30.97,Suscripciones,0,0,1,2212,0
TX903027,8,19.53,Viajes,0,0,2,179,0
TX903028,23,32.91,Electrónica,0,0,2,2341,0
TX903029,8,126.76,Suscripciones,1,0,1,2163,0
TX903030,19,99.0,Electrónica,0,0,3,1464,0
TX903031,18,23.22,Alimentación,0,1,2,984,0
TX903032,16,274.68,Restauración,0,0,6,1396,0
TX903033,6,17.41,Electrónica,0,0,3,1641,0
TX903034,6,6.6,Viajes,0,1,1,2326,0
TX903035,18,5.55,Electrónica,0,0,3,461,0
TX903036,17,43.88,Ropa,0,1,0,1089,0
TX903037,13,6.47,Electrónica,0,0,2,2324,0
TX903038,21,38.0,Alimentación,1,0,2,53,0
TX903039,2,57.56,Electrónica,0,1,2,1962,0
TX903040,22,31.01,Ropa,0,0,1,741,0
TX903041,13,25.76,Viajes,0,0,2,2246,0
TX903042,17,26.66,Electrónica,1,0,4,1257,0
TX903043,3,15.54,Retirada de efectivo,1,0,2,1621,0
TX903044,13,85.56,Suscripciones,0,0,0,2038,0
TX903045,8,45.31,Restauración,0,0,1,2033,0
TX903046,23,8.59,Suscripciones,0,1,1,2582,0
TX903047,7,2.0,Electrónica,0,0,1,2288,0
TX903048,19,146.3,Electrónica,0,0,3,1320,0
TX903049,22,65.97,Restauración,0,0,1,2228,0
TX903050,6,70.9,Viajes,0,0,1,1424,0
TX903051,21,5.91,Viajes,0,0,3,1886,0
TX903052,20,8.07,Suscripciones,1,0,3,48,0
TX903053,16,50.0,Viajes,0,1,2,1737,0
TX903054,18,17.61,Ropa,0,0,2,1584,0
TX903055,4,20.61,Ropa,0,0,3,2529,0
TX903056,17,103.27,Alimentación,0,0,1,655,0
TX903057,13,27.0,Viajes,0,1,1,1304,0
TX903058,15,31.14,Viajes,0,0,2,2185,0
TX903059,16,69.89,Viajes,0,0,3,878,0
TX903060,22,8.46,Electrónica,0,1,1,1673,0
TX903061,12,33.19,Restauración,0,0,3,895,0
TX903062,10,209.03,Alimentación,0,0,7,1074,0
TX903063,20,88.44,Ropa,0,0,1,810,0
TX903064,19,15.68,Restauración,0,0,2,796,0
TX903065,17,30.37,Viajes,0,0,4,1265,0
TX903066,21,11.04,Suscripciones,0,0,3,1604,0
TX903067,4,21.14,Electrónica,1,0,2,217,0
TX903068,15,13.75,Retirada de efectivo,0,0,1,2596,0
TX903069,19,20.8,Suscripciones,0,0,2,2491,0
TX903070,5,63.87,Ropa,0,0,2,1415,0
TX903071,17,10.19,Ropa,0,0,2,797,0
TX903072,20,88.46,Suscripciones,0,1,3,219,0
TX903073,22,167.25,Electrónica,0,0,2,783,0
TX903074,21,4.64,Viajes,0,0,1,1578,0
TX903075,5,29.07,Suscripciones,0,1,2,2448,0
TX903076,16,29.12,Suscripciones,0,0,0,1157,0
TX903077,3,51.25,Suscripciones,0,0,3,1315,0
TX903078,23,27.9,Suscripciones,0,0,2,1710,0
TX903079,13,22.22,Electrónica,0,0,1,281,0
TX903080,8,159.21,Suscripciones,0,0,2,1440,0
TX903081,0,108.91,Alimentación,0,0,8,1517,0
TX903082,8,17.65,Retirada de efectivo,0,0,1,341,0
TX903083,2,29.54,Restauración,0,0,3,2025,0
TX903084,23,47.83,Alimentación,0,0,4,1697,0
TX903085,8,6.13,Electrónica,0,0,1,380,0
TX903086,22,60.45,Ropa,0,0,1,460,0
TX903087,7,4.68,Retirada de efectivo,1,0,2,1018,0
TX903088,10,65.47,Suscripciones,0,0,2,1756,0
TX903089,8,15.71,Restauración,0,0,1,1656,0
TX903090,1,7.89,Viajes,0,1,0,2301,0
TX903091,16,33.99,Restauración,0,0,0,1144,0
TX903092,1,30.16,Suscripciones,0,0,0,1815,0
TX903093,10,3.2,Retirada de efectivo,0,0,1,583,0
TX903094,4,3.26,Ropa,0,0,2,1967,0
TX903095,3,20.0,Viajes,0,1,5,372,1
TX903096,2,3.11,Electrónica,0,0,3,1469,0
TX903097,4,13.88,Electrónica,0,0,3,1468,0
TX903098,16,61.18,Ropa,0,0,1,1920,0
TX903099,2,40.1,Alimentación,0,1,2,925,0
TX903100,1,13.5,Suscripciones,0,0,1,1060,0
TX903101,21,15.5,Retirada de efectivo,0,0,1,1896,0
TX903102,19,41.09,Restauración,0,0,1,1250,0
TX903103,9,12.12,Alimentación,0,0,0,429,0
TX903104,2,3.53,Electrónica,0,0,1,1887,0
TX903105,11,11.76,Viajes,0,0,2,1999,0
TX903106,7,38.75,Ropa,0,0,0,1058,0
TX903107,13,5.4,Suscripciones,0,0,1,2226,0
TX903108,8,71.35,Retirada de efectivo,0,0,1,643,0
TX903109,19,10.98,Alimentación,0,0,1,1621,0
TX903110,6,225.84,Alimentación,1,1,3,1480,0
TX903111,14,14.99,Electrónica,0,0,4,1508,0
TX903112,16,97.45,Suscripciones,0,0,3,2379,0
TX903113,20,24.88,Restauración,0,0,1,888,0
TX903114,13,4.78,Alimentación,0,0,2,2317,0
TX903115,18,31.3,Restauración,0,0,2,1839,0
TX903116,11,5.42,Alimentación,1,0,6,616,0
TX903117,16,4.55,Retirada de efectivo,0,0,2,2518,0
TX903118,4,58.4,Alimentación,0,0,1,172,0
TX903119,9,36.63,Electrónica,0,0,4,2517,0
TX903120,9,11.65,Suscripciones,0,1,0,544,0
TX903121,20,20.94,Suscripciones,0,0,2,1232,0
TX903122,17,17.03,Retirada de efectivo,0,1,5,1391,0
TX903123,23,12.19,Ropa,0,0,3,1699,0
TX903124,13,12.66,Alimentación,0,0,3,1291,0
TX903125,10,20.48,Alimentación,0,0,2,1516,0
TX903126,1,17.84,Suscripciones,0,0,1,1046,0
TX903127,22,17.75,Viajes,0,0,2,2322,0
TX903128,23,30.85,Electrónica,0,0,3,273,0
TX903129,12,89.0,Electrónica,0,0,4,564,0
TX903130,1,104.66,Restauración,0,0,3,676,0
TX903131,23,54.69,Viajes,0,0,4,869,0
TX903132,0,45.06,Restauración,1,0,3,1351,0
TX903133,7,14.39,Suscripciones,0,0,1,221,0
TX903134,4,8.36,Restauración,0,0,2,1134,0
TX903135,2,20.6,Electrónica,1,0,2,283,0
TX903136,22,32.26,Electrónica,0,0,0,2180,0
TX903137,12,12.7,Viajes,0,1,4,822,0
TX903138,9,4.43,Ropa,0,0,3,2138,0
TX903139,14,91.16,Retirada de efectivo,0,0,1,134,0
TX903140,15,20.62,Electrónica,0,0,2,35,0
TX903141,22,83.43,Ropa,0,0,1,1023,0
TX903142,5,21.08,Alimentación,0,0,2,418,0
TX903143,3,71.78,Ropa,0,1,2,1325,0
TX903144,10,40.45,Suscripciones,0,0,2,305,0
TX903145,2,81.15,Retirada de efectivo,0,0,6,1232,0
TX903146,14,52.84,Viajes,0,0,2,2277,0
TX903147,21,20.73,Restauración,0,0,1,2029,0
TX903148,22,24.38,Retirada de efectivo,0,0,0,1860,0
TX903149,13,162.38,Alimentación,1,0,4,1944,0
TX903150,9,18.03,Suscripciones,0,1,3,535,0
TX903151,3,39.93,Restauración,0,0,1,1768,0
TX903152,9,43.46,Ropa,0,1,0,1851,0
TX903153,3,52.23,Ropa,0,0,2,2384,0
TX903154,2,19.85,Viajes,1,0,3,1258,0
TX903155,5,76.67,Viajes,0,0,1,39,0
TX903156,19,26.0,Restauración,0,0,1,1639,0
TX903157,21,3.72,Electrónica,0,0,0,1055,0
TX903158,22,26.71,Suscripciones,0,0,1,138,0
TX903159,15,36.22,Suscripciones,0,0,4,618,0
TX903160,0,17.39,Viajes,0,0,1,1251,0
TX903161,8,25.05,Retirada de efectivo,0,0,3,950,0
TX903162,20,28.25,Ropa,0,1,0,1968,0
TX903163,22,82.41,Suscripciones,0,0,1,1577,0
TX903164,4,39.0,Ropa,0,0,2,1435,0
TX903165,13,143.44,Suscripciones,0,0,0,2333,0
TX903166,22,8.94,Restauración,0,0,5,2138,0
TX903167,1,11.74,Viajes,0,0,1,635,0
TX903168,13,50.07,Electrónica,0,0,6,1137,0
TX903169,8,50.47,Retirada de efectivo,0,1,1,12,0
TX903170,20,69.99,Suscripciones,0,0,1,1956,0
TX903171,21,17.24,Viajes,0,0,1,69,0
TX903172,14,10.01,Restauración,0,0,0,2592,0
TX903173,6,17.42,Alimentación,0,1,1,2320,0
TX903174,16,2.0,Restauración,1,1,5,2386,0
TX903175,19,66.35,Electrónica,1,0,1,404,0
TX903176,21,12.99,Electrónica,0,1,2,318,0
TX903177,9,9.62,Retirada de efectivo,0,0,3,1334,0
TX903178,6,28.38,Ropa,0,0,3,453,0
TX903179,2,105.62,Restauración,1,0,0,1967,0
TX903180,12,47.78,Alimentación,0,1,2,2023,0
TX903181,1,17.97,Electrónica,0,1,4,1601,0
TX903182,21,48.18,Restauración,1,1,0,470,0
TX903183,18,40.29,Suscripciones,0,0,1,545,0
TX903184,18,145.11,Suscripciones,0,0,3,1874,0
TX903185,1,80.89,Alimentación,1,1,2,2131,0
TX903186,2,17.34,Retirada de efectivo,0,0,7,1355,0
TX903187,18,25.7,Restauración,0,0,0,1675,0
TX903188,5,30.97,Alimentación,1,0,0,1090,0
TX903189,6,3.03,Viajes,0,1,0,304,0
TX903190,15,2.0,Electrónica,0,0,2,542,0
TX903191,9,28.5,Ropa,0,0,1,2567,0
TX903192,4,57.79,Restauración,0,0,1,2567,0
TX903193,19,523.92,Retirada de efectivo,0,1,4,974,0
TX903194,6,21.1,Restauración,0,0,3,1550,0
TX903195,2,18.56,Retirada de efectivo,0,0,2,334,0
TX903196,6,92.24,Suscripciones,0,0,3,701,0
TX903197,18,7.73,Alimentación,0,0,1,1704,0
TX903198,5,194.64,Electrónica,0,0,2,2249,0
TX903199,3,9.04,Electrónica,0,1,4,1734,0
TX903200,16,39.43,Alimentación,0,0,2,2199,0
TX903201,16,27.56,Retirada de efectivo,1,0,1,563,0
TX903202,6,5.73,Electrónica,0,0,2,496,0
TX903203,23,15.69,Restauración,0,0,2,1157,0
TX903204,20,8.26,Alimentación,0,0,2,2424,0
TX903205,2,14.48,Viajes,0,1,7,2187,0
TX903206,23,83.03,Electrónica,0,0,2,2025,0
TX903207,1,3.19,Ropa,1,0,2,1020,0
TX903208,9,2.63,Retirada de efectivo,0,0,4,440,0
TX903209,0,22.09,Ropa,0,0,1,1277,0
TX903210,21,5.99,Alimentación,0,0,3,1266,0
TX903211,15,55.96,Restauración,0,0,3,1424,0
TX903212,12,23.79,Electrónica,0,0,0,179,0
TX903213,19,66.48,Restauración,0,0,6,656,0
TX903214,15,3.39,Viajes,0,0,0,325,0
TX903215,15,30.29,Electrónica,0,0,2,437,0
TX903216,22,452.32,Viajes,0,0,1,1733,0
