customer_id,genero,mayor_65,tiene_pareja,tiene_dependientes,antiguedad_meses,tipo_contrato,facturacion_electronica,metodo_pago,servicio_internet,seguridad_online,soporte_tecnico,streaming_tv,cargo_mensual,cargo_total,num_incidencias_soporte,churn
CU7021,Masculino,0,Sí,Sí,52,Un año,Sí,Domiciliación bancaria,DSL,Sí,No,No,27.12,1469.02,2,0
CU7022,Masculino,0,Sí,No,36,Dos años,Sí,Tarjeta de crédito,Sin internet,No,No,No,62.17,2105.21,0,0
CU7023,Femenino,0,No,Sí,27,Un año,Sí,Cheque electrónico,Fibra óptica,Sí,No,No,18.0,480.16,1,0
CU7024,Masculino,0,No,Sí,28,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,73.77,2152.59,2,0
CU7025,Femenino,0,No,Sí,5,Un año,No,Tarjeta de crédito,DSL,Sí,No,Sí,53.11,262.65,1,1
CU7026,Masculino,0,No,Sí,45,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,58.65,2733.52,1,0
CU7027,Femenino,0,No,No,26,Un año,No,Domiciliación bancaria,DSL,Sí,Sí,No,98.83,2697.15,1,0
CU7028,Masculino,0,Sí,No,26,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,Sí,No,44.0,1117.67,2,0
CU7029,Femenino,0,Sí,No,49,Dos años,No,Tarjeta de crédito,Fibra óptica,No,No,No,45.21,2172.06,1,0
CU7030,Femenino,0,Sí,No,41,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,23.31,919.6,0,0
CU7031,Masculino,0,Sí,No,13,Un año,Sí,Cheque electrónico,DSL,Sí,No,Sí,66.33,801.06,1,1
CU7032,Masculino,0,No,No,45,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,Sí,63.08,2907.38,1,0
CU7033,Masculino,0,Sí,No,3,Un año,No,Transferencia,Fibra óptica,Sí,No,No,85.39,259.31,1,1
CU7034,Masculino,0,Sí,Sí,67,Un año,No,Cheque electrónico,Fibra óptica,No,Sí,Sí,64.0,4335.46,1,0
CU7035,Femenino,0,No,No,39,Dos años,Sí,Tarjeta de crédito,Sin internet,No,Sí,No,74.36,2688.0,2,1
CU7036,Masculino,0,No,No,64,Dos años,Sí,Transferencia,DSL,No,No,No,79.59,5267.4,1,0
CU7037,Masculino,0,No,Sí,70,Mes a mes,No,Cheque electrónico,Fibra óptica,Sí,Sí,Sí,75.13,5367.11,2,0
CU7038,Masculino,1,Sí,No,19,Un año,Sí,Domiciliación bancaria,DSL,No,Sí,Sí,61.32,1078.68,3,0
CU7039,Masculino,0,No,No,61,Mes a mes,Sí,Transferencia,DSL,No,No,No,80.04,5079.58,4,0
CU7040,Masculino,0,Sí,No,34,Dos años,No,Cheque electrónico,Sin internet,No,No,No,83.06,2659.82,1,0
CU7041,Masculino,1,Sí,Sí,52,Un año,Sí,Cheque electrónico,Sin internet,No,Sí,No,93.07,4817.17,1,0
CU7042,Masculino,0,No,No,7,Mes a mes,No,Domiciliación bancaria,DSL,Sí,Sí,No,128.83,855.2,1,1
CU7043,Masculino,0,Sí,Sí,17,Dos años,Sí,Transferencia,Fibra óptica,Sí,No,Sí,37.03,621.36,6,0
CU7044,Masculino,0,No,No,16,Un año,Sí,Cheque electrónico,DSL,No,Sí,No,79.49,1195.82,1,0
CU7045,Masculino,0,No,No,21,Un año,Sí,Cheque electrónico,Fibra óptica,Sí,Sí,Sí,64.55,1294.37,1,0
CU7046,Femenino,1,No,No,21,Mes a mes,No,Cheque electrónico,DSL,No,Sí,No,70.62,1419.99,0,1
CU7047,Femenino,0,No,No,31,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,86.2,2654.34,2,0
CU7048,Masculino,0,Sí,No,69,Un año,No,Tarjeta de crédito,DSL,No,No,Sí,71.22,4732.78,1,0
CU7049,Femenino,1,Sí,Sí,0,Mes a mes,No,Tarjeta de crédito,DSL,Sí,Sí,No,35.17,36.44,0,0
CU7050,Femenino,0,Sí,No,55,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,50.4,2742.14,2,0
CU7051,Femenino,0,No,No,64,Un año,No,Tarjeta de crédito,DSL,Sí,Sí,No,81.04,4863.37,1,0
CU7052,Masculino,0,No,No,65,Mes a mes,No,Cheque electrónico,Sin internet,No,No,Sí,43.28,2588.65,0,0
CU7053,Femenino,0,No,No,25,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,34.14,863.72,1,1
CU7054,Masculino,0,No,No,21,Dos años,Sí,Tarjeta de crédito,Sin internet,No,No,Sí,56.5,1176.8,0,0
CU7055,Femenino,1,Sí,Sí,18,Un año,Sí,Tarjeta de crédito,Sin internet,No,No,Sí,24.53,433.0,0,0
CU7056,Femenino,1,Sí,Sí,62,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,Sí,No,43.66,2749.27,0,0
CU7057,Femenino,0,Sí,No,55,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,No,119.29,6527.14,0,0
CU7058,Masculino,0,Sí,No,56,Mes a mes,No,Tarjeta de crédito,Sin internet,No,No,Sí,49.69,2854.33,0,0
CU7059,Masculino,0,No,Sí,60,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,75.72,4507.77,2,0
CU7060,Femenino,0,No,No,10,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,Sí,41.9,400.28,2,1
CU7061,Masculino,1,Sí,No,66,Mes a mes,No,Transferencia,Fibra óptica,Sí,Sí,Sí,82.62,5042.03,0,0
CU7062,Femenino,0,Sí,Sí,23,Mes a mes,No,Cheque electrónico,Fibra óptica,No,Sí,No,57.65,1271.47,2,0
CU7063,Masculino,0,No,No,56,Mes a mes,Sí,Transferencia,Fibra óptica,No,Sí,No,87.13,5031.94,3,0
CU7064,Femenino,0,No,No,51,Dos años,Sí,Transferencia,Fibra óptica,Sí,Sí,No,55.96,2954.39,1,0
CU7065,Masculino,0,Sí,No,26,Un año,Sí,Cheque electrónico,Sin internet,Sí,Sí,Sí,51.9,1321.42,1,0
CU7066,Masculino,0,Sí,No,23,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,No,No,60.74,1320.53,0,1
CU7067,Femenino,0,No,No,46,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,65.12,2945.73,1,0
CU7068,Masculino,0,No,Sí,18,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,No,Sí,71.4,1318.09,1,1
CU7069,Masculino,0,No,No,44,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,45.55,1978.63,0,0
CU7070,Masculino,0,No,No,72,Dos años,Sí,Domiciliación bancaria,DSL,No,Sí,Sí,39.84,2797.32,0,0
CU7071,Femenino,0,No,No,21,Mes a mes,Sí,Domiciliación bancaria,Sin internet,Sí,Sí,No,25.42,497.71,2,0
CU7072,Femenino,1,No,No,35,Dos años,Sí,Tarjeta de crédito,Sin internet,Sí,No,No,48.55,1579.59,0,0
CU7073,Femenino,0,Sí,No,20,Mes a mes,Sí,Cheque electrónico,Sin internet,No,No,No,18.0,349.83,0,0
CU7074,Masculino,0,Sí,No,25,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,No,Sí,29.16,724.68,0,0
CU7075,Masculino,0,Sí,Sí,3,Dos años,No,Cheque electrónico,Fibra óptica,No,No,No,58.2,171.51,0,0
CU7076,Femenino,1,No,No,26,Un año,Sí,Tarjeta de crédito,Sin internet,Sí,No,Sí,81.36,2014.37,1,0
CU7077,Femenino,1,No,No,40,Un año,Sí,Domiciliación bancaria,DSL,No,Sí,Sí,55.53,2100.08,0,0
CU7078,Femenino,0,No,No,45,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,No,120.77,5292.46,0,1
CU7079,Femenino,0,Sí,No,30,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,No,Sí,73.5,2149.48,2,0
CU7080,Femenino,0,Sí,No,47,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,70.7,3411.55,1,0
CU7081,Femenino,0,Sí,No,1,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,Sí,No,33.31,32.16,0,1
CU7082,Masculino,0,No,Sí,63,Un año,No,Domiciliación bancaria,Fibra óptica,No,No,No,81.28,4849.03,2,0
CU7083,Masculino,0,Sí,No,16,Dos años,No,Cheque electrónico,Fibra óptica,No,Sí,Sí,81.14,1287.06,2,1
CU7084,Masculino,0,No,No,47,Dos años,Sí,Domiciliación bancaria,Fibra óptica,Sí,Sí,Sí,38.46,1803.4,1,0
CU7085,Femenino,0,Sí,No,9,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,No,66.1,623.05,1,1
CU7086,Femenino,0,No,No,68,Mes a mes,No,Cheque electrónico,Sin internet,Sí,No,No,107.84,7385.75,2,0
CU7087,Femenino,0,Sí,No,29,Dos años,No,Domiciliación bancaria,Sin internet,Sí,No,No,72.31,2093.65,2,0
CU7088,Masculino,0,Sí,No,41,Mes a mes,No,Transferencia,Fibra óptica,No,No,Sí,88.8,3623.28,1,1
CU7089,Masculino,0,Sí,No,29,Mes a mes,No,Domiciliación bancaria,DSL,No,Sí,No,55.53,1530.74,0,1
CU7090,Masculino,0,Sí,No,36,Mes a mes,No,Transferencia,Sin internet,No,Sí,No,18.0,623.57,3,0
CU7091,Femenino,0,No,No,59,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,Sí,Sí,78.47,4353.97,1,0
CU7092,Femenino,0,No,Sí,57,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,60.58,3618.43,2,0
CU7093,Masculino,0,Sí,No,9,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,71.76,676.98,1,0
CU7094,Femenino,0,No,Sí,15,Un año,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,No,66.33,1027.86,2,0
CU7095,Masculino,0,Sí,Sí,24,Un año,Sí,Transferencia,Fibra óptica,Sí,Sí,Sí,43.0,1060.65,3,0
CU7096,Masculino,0,No,Sí,46,Mes a mes,No,Tarjeta de crédito,Sin internet,No,No,Sí,66.78,3163.06,1,0
CU7097,Masculino,0,Sí,No,43,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,No,No,47.22,1886.37,2,0
CU7098,Masculino,0,No,No,29,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,Sí,Sí,36.17,1046.54,2,0
CU7099,Masculino,1,No,No,19,Un año,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,86.91,1611.47,0,0
CU7100,Masculino,0,Sí,No,9,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,41.34,376.87,0,0
CU7101,Masculino,0,Sí,No,4,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,No,60.85,244.8,0,0
CU7102,Masculino,0,Sí,No,23,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,Sí,40.12,862.06,1,0
CU7103,Femenino,0,No,Sí,60,Un año,No,Tarjeta de crédito,DSL,Sí,No,No,105.49,6288.94,2,0
CU7104,Femenino,0,Sí,No,46,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,No,78.71,3681.95,0,0
CU7105,Femenino,0,No,Sí,30,Dos años,No,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,37.15,1146.41,4,0
CU7106,Masculino,0,No,No,68,Dos años,No,Tarjeta de crédito,Sin internet,Sí,No,No,65.16,4163.53,1,0
CU7107,Femenino,1,Sí,No,72,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,No,Sí,65.68,4608.78,2,0
CU7108,Masculino,0,No,Sí,40,Un año,Sí,Domiciliación bancaria,DSL,No,No,Sí,68.0,2732.39,1,0
CU7109,Femenino,0,Sí,No,37,Mes a mes,No,Transferencia,Fibra óptica,No,Sí,Sí,47.68,1731.08,0,0
CU7110,Masculino,0,No,Sí,30,Dos años,No,Domiciliación bancaria,Sin internet,No,No,No,46.14,1392.16,1,0
CU7111,Masculino,0,No,No,59,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,106.42,5855.87,0,1
CU7112,Masculino,0,No,No,65,Mes a mes,Sí,Cheque electrónico,DSL,Sí,No,Sí,39.9,2568.51,0,0
CU7113,Femenino,0,No,No,56,Un año,Sí,Transferencia,DSL,Sí,No,Sí,35.79,1864.83,0,0
CU7114,Femenino,0,No,No,14,Mes a mes,No,Domiciliación bancaria,DSL,No,No,No,18.0,246.17,0,1
CU7115,Masculino,0,Sí,Sí,47,Dos años,No,Cheque electrónico,DSL,No,No,Sí,57.9,2700.04,1,0
CU7116,Masculino,0,No,No,5,Dos años,Sí,Transferencia,DSL,No,No,No,28.89,138.16,1,0
CU7117,Femenino,1,No,No,14,Dos años,Sí,Cheque electrónico,Sin internet,No,No,No,126.54,1654.22,2,0
CU7118,Femenino,0,Sí,No,23,Mes a mes,Sí,Cheque electrónico,DSL,No,Sí,No,26.88,590.86,1,0
CU7119,Femenino,1,No,Sí,3,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,Sí,No,43.47,135.91,1,0
CU7120,Femenino,0,No,No,6,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,125.84,786.06,2,0
CU7121,Masculino,0,Sí,No,18,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,95.23,1617.87,2,1
CU7122,Femenino,0,Sí,Sí,30,Un año,Sí,Transferencia,Fibra óptica,No,No,No,18.0,504.43,1,0
CU7123,Femenino,0,No,No,10,Un año,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,65.3,607.15,1,0
CU7124,Femenino,0,No,No,17,Dos años,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,Sí,71.63,1179.24,1,0
CU7125,Masculino,0,No,No,29,Un año,Sí,Tarjeta de crédito,DSL,No,No,No,37.36,998.85,1,0
CU7126,Femenino,0,No,No,13,Un año,Sí,Transferencia,Fibra óptica,Sí,No,No,82.17,1057.84,3,1
CU7127,Femenino,1,Sí,Sí,69,Un año,No,Cheque electrónico,Fibra óptica,No,No,No,25.09,1735.34,0,0
CU7128,Masculino,1,Sí,No,14,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,No,18.0,248.17,3,0
CU7129,Masculino,1,No,Sí,22,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,No,Sí,91.48,1978.52,1,1
CU7130,Masculino,0,Sí,No,18,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,No,Sí,80.83,1413.36,1,0
CU7131,Femenino,0,Sí,No,26,Dos años,No,Tarjeta de crédito,DSL,No,No,Sí,116.36,2789.44,2,0
CU7132,Masculino,0,No,Sí,39,Un año,Sí,Tarjeta de crédito,Sin internet,No,Sí,No,61.79,2446.37,0,0
CU7133,Masculino,0,Sí,Sí,25,Dos años,No,Cheque electrónico,Fibra óptica,No,No,No,108.42,2652.09,1,1
CU7134,Masculino,1,Sí,No,0,Un año,Sí,Domiciliación bancaria,DSL,Sí,Sí,Sí,49.05,45.5,0,0
CU7135,Masculino,0,Sí,Sí,44,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,Sí,96.9,4419.88,1,0
CU7136,Masculino,1,Sí,No,45,Dos años,No,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,116.98,4967.26,0,0
CU7137,Femenino,0,No,Sí,68,Mes a mes,No,Cheque electrónico,DSL,No,No,Sí,39.11,2563.58,0,0
CU7138,Femenino,0,Sí,Sí,51,Mes a mes,No,Tarjeta de crédito,DSL,No,No,No,18.0,947.5,5,0
CU7139,Masculino,0,No,Sí,68,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,Sí,No,70.93,4655.8,1,0
CU7140,Masculino,0,Sí,No,52,Un año,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,70.24,3833.77,1,0
CU7141,Masculino,0,Sí,No,57,Un año,Sí,Cheque electrónico,Fibra óptica,No,Sí,Sí,60.3,3417.37,4,0
CU7142,Masculino,1,No,No,37,Un año,No,Transferencia,Sin internet,Sí,No,Sí,91.83,3330.72,1,0
CU7143,Femenino,0,Sí,No,49,Un año,Sí,Transferencia,Sin internet,No,No,No,33.27,1565.92,0,0
CU7144,Masculino,0,Sí,No,33,Dos años,No,Transferencia,Fibra óptica,No,No,No,61.33,2003.13,1,1
CU7145,Femenino,0,No,Sí,24,Mes a mes,No,Transferencia,Fibra óptica,No,No,No,43.1,986.42,0,0
CU7146,Femenino,0,Sí,No,43,Un año,Sí,Transferencia,DSL,Sí,Sí,No,110.38,4426.57,1,0
CU7147,Femenino,0,No,No,34,Mes a mes,No,Transferencia,Fibra óptica,No,No,No,86.43,2739.78,3,0
CU7148,Femenino,1,No,No,21,Dos años,Sí,Domiciliación bancaria,DSL,No,Sí,No,44.9,947.19,0,0
CU7149,Masculino,0,Sí,No,70,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,66.02,4370.9,2,0
CU7150,Masculino,0,No,No,8,Mes a mes,Sí,Transferencia,DSL,No,No,Sí,59.92,454.9,2,0
CU7151,Femenino,0,No,Sí,8,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,Sí,Sí,27.85,217.55,1,0
CU7152,Femenino,0,Sí,No,37,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,Sí,No,109.26,3916.26,0,0
CU7153,Masculino,0,Sí,No,1,Un año,Sí,Tarjeta de crédito,DSL,No,Sí,No,52.77,51.76,5,1
CU7154,Femenino,0,No,Sí,63,Un año,Sí,Cheque electrónico,Sin internet,No,No,No,130.0,8329.28,2,0
CU7155,Femenino,0,No,No,23,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,No,65.82,1525.87,0,0
CU7156,Masculino,0,No,No,35,Dos años,Sí,Cheque electrónico,Fibra óptica,Sí,No,No,99.8,3266.67,0,0
CU7157,Femenino,1,Sí,No,41,Un año,No,Cheque electrónico,Sin internet,No,Sí,Sí,65.69,2695.44,2,0
CU7158,Masculino,0,No,Sí,20,Un año,Sí,Transferencia,DSL,Sí,Sí,Sí,73.5,1453.0,2,0
CU7159,Femenino,0,No,No,8,Mes a mes,No,Domiciliación bancaria,Sin internet,No,No,Sí,53.24,445.06,0,0
CU7160,Femenino,0,No,No,15,Dos años,No,Transferencia,Sin internet,No,No,No,18.0,250.83,1,0
CU7161,Masculino,0,Sí,No,6,Mes a mes,No,Transferencia,DSL,Sí,Sí,No,111.67,690.02,0,1
CU7162,Masculino,0,Sí,Sí,4,Dos años,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,47.81,182.25,0,0
CU7163,Masculino,0,No,Sí,51,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,No,Sí,105.94,5199.47,1,0
CU7164,Femenino,0,No,No,67,Mes a mes,Sí,Cheque electrónico,DSL,No,Sí,Sí,123.51,8045.49,1,1
CU7165,Masculino,0,Sí,No,29,Un año,No,Transferencia,DSL,No,No,No,46.55,1415.24,2,0
CU7166,Femenino,0,No,No,23,Dos años,Sí,Tarjeta de crédito,Fibra óptica,Sí,Sí,Sí,41.29,995.09,1,0
CU7167,Masculino,1,No,No,27,Mes a mes,Sí,Domiciliación bancaria,DSL,No,No,No,48.64,1300.77,2,0
CU7168,Masculino,1,Sí,Sí,65,Dos años,No,Tarjeta de crédito,Fibra óptica,No,No,Sí,18.0,1153.5,0,0
CU7169,Femenino,0,No,Sí,20,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,74.63,1432.94,0,0
CU7170,Femenino,1,No,No,68,Mes a mes,No,Transferencia,Fibra óptica,No,Sí,No,101.22,6715.3,1,0
CU7171,Masculino,0,Sí,No,20,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,No,38.45,800.13,1,1
CU7172,Masculino,0,Sí,No,32,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,78.11,2384.22,0,0
CU7173,Femenino,0,Sí,No,20,Un año,Sí,Cheque electrónico,DSL,Sí,Sí,No,58.62,1137.31,1,0
CU7174,Femenino,1,Sí,No,30,Dos años,No,Tarjeta de crédito,Sin internet,No,No,No,58.8,1783.75,1,0
CU7175,Femenino,0,Sí,Sí,49,Mes a mes,No,Cheque electrónico,Sin internet,Sí,Sí,No,64.42,3152.71,1,0
CU7176,Masculino,1,No,No,23,Un año,No,Cheque electrónico,Fibra óptica,No,No,No,74.26,1581.37,2,0
CU7177,Masculino,0,No,No,3,Un año,Sí,Transferencia,Sin internet,Sí,No,No,47.1,139.16,0,0
CU7178,Masculino,1,Sí,No,46,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,65.29,2827.76,0,0
CU7179,Femenino,0,Sí,Sí,51,Un año,Sí,Cheque electrónico,DSL,Sí,Sí,No,48.12,2546.61,0,0
CU7180,Femenino,0,Sí,No,15,Mes a mes,Sí,Tarjeta de crédito,DSL,Sí,No,Sí,68.55,1069.96,1,0
CU7181,Femenino,0,Sí,No,50,Un año,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,39.23,1966.6,1,0
CU7182,Masculino,0,No,No,24,Mes a mes,No,Transferencia,Fibra óptica,No,No,Sí,90.42,2271.32,1,0
CU7183,Masculino,0,Sí,Sí,50,Dos años,No,Tarjeta de crédito,Fibra óptica,No,No,No,55.2,2709.2,0,0
CU7184,Femenino,0,Sí,No,21,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,29.98,653.01,0,0
CU7185,Masculino,0,No,No,5,Mes a mes,No,Cheque electrónico,Sin internet,Sí,No,No,58.95,276.08,1,1
CU7186,Masculino,0,No,No,27,Mes a mes,Sí,Transferencia,Sin internet,Sí,Sí,No,62.89,1737.44,1,0
CU7187,Femenino,1,Sí,No,6,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,Sí,51.26,298.3,1,0
CU7188,Femenino,0,No,No,5,Mes a mes,No,Tarjeta de crédito,DSL,No,Sí,No,19.84,95.51,2,0
CU7189,Masculino,0,No,No,16,Un año,Sí,Transferencia,Sin internet,No,No,Sí,61.33,931.24,1,0
CU7190,Femenino,0,No,No,38,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,69.52,2606.91,1,1
CU7191,Femenino,1,No,Sí,11,Un año,Sí,Cheque electrónico,DSL,No,No,Sí,76.8,790.88,0,0
CU7192,Masculino,0,Sí,No,6,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,Sí,Sí,93.35,518.37,1,0
CU7193,Masculino,0,No,No,27,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,78.99,2182.35,1,1
CU7194,Masculino,1,Sí,No,57,Un año,Sí,Tarjeta de crédito,DSL,No,Sí,No,74.2,3942.24,2,0
CU7195,Masculino,0,No,No,22,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,Sí,Sí,80.91,1669.1,1,0
CU7196,Femenino,0,Sí,No,30,Dos años,No,Tarjeta de crédito,Sin internet,No,No,No,49.11,1451.2,1,0
CU7197,Femenino,0,No,No,63,Un año,No,Domiciliación bancaria,Sin internet,Sí,No,No,91.13,5647.54,1,0
CU7198,Masculino,1,Sí,Sí,53,Un año,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,62.83,3194.6,2,0
CU7199,Masculino,0,No,Sí,31,Mes a mes,No,Transferencia,Fibra óptica,Sí,No,No,59.65,1781.58,4,1
CU7200,Femenino,0,Sí,Sí,9,Un año,Sí,Transferencia,Fibra óptica,No,Sí,No,30.07,258.37,1,0
CU7201,Masculino,0,Sí,Sí,47,Un año,Sí,Transferencia,DSL,No,Sí,Sí,77.36,3586.96,0,0
CU7202,Masculino,0,Sí,No,42,Dos años,No,Transferencia,Fibra óptica,Sí,Sí,No,74.42,2939.85,0,0
CU7203,Masculino,0,No,No,20,Un año,Sí,Cheque electrónico,DSL,No,No,No,85.82,1799.26,2,0
CU7204,Masculino,0,Sí,No,13,Mes a mes,No,Tarjeta de crédito,DSL,No,No,No,26.22,323.75,1,1
CU7205,Masculino,0,No,No,20,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,85.12,1752.92,1,0
CU7206,Femenino,0,Sí,No,42,Un año,Sí,Cheque electrónico,DSL,No,No,Sí,60.01,2628.79,1,0
CU7207,Femenino,0,Sí,No,29,Dos años,Sí,Transferencia,Fibra óptica,No,No,Sí,39.9,1108.95,1,0
CU7208,Femenino,1,No,Sí,30,Mes a mes,Sí,Tarjeta de crédito,DSL,Sí,Sí,No,52.05,1468.64,3,0
CU7209,Femenino,1,No,Sí,56,Mes a mes,No,Domiciliación bancaria,Sin internet,Sí,No,Sí,42.13,2388.54,0,0
CU7210,Masculino,0,No,Sí,47,Dos años,No,Transferencia,Fibra óptica,Sí,No,No,74.21,3503.31,1,0
CU7211,Masculino,0,Sí,No,59,Un año,Sí,Domiciliación bancaria,DSL,Sí,Sí,No,52.81,2931.61,0,0
CU7212,Femenino,0,Sí,Sí,6,Mes a mes,Sí,Domiciliación bancaria,Sin internet,Sí,No,No,62.68,386.49,2,1
CU7213,Femenino,0,No,Sí,51,Un año,No,Tarjeta de crédito,Fibra óptica,Sí,Sí,No,51.92,2744.69,2,0
CU7214,Masculino,0,Sí,Sí,65,Mes a mes,Sí,Domiciliación bancaria,DSL,No,Sí,No,61.46,3725.21,1,0
CU7215,Masculino,0,No,No,26,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,33.17,891.23,0,1
CU7216,Masculino,0,No,Sí,35,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,No,No,18.0,614.39,2,0
CU7217,Femenino,0,Sí,Sí,21,Mes a mes,No,Domiciliación bancaria,DSL,Sí,Sí,No,130.0,2743.61,1,1
CU7218,Masculino,0,Sí,No,49,Dos años,Sí,Transferencia,Sin internet,Sí,Sí,Sí,66.03,3305.53,1,0
CU7219,Masculino,0,Sí,Sí,39,Dos años,Sí,Tarjeta de crédito,Sin internet,No,No,Sí,130.0,5228.51,1,0
CU7220,Femenino,0,Sí,No,18,Un año,Sí,Cheque electrónico,Sin internet,No,No,Sí,62.88,1161.31,3,0
CU7221,Femenino,0,Sí,No,3,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,Sí,No,64.13,185.81,1,1
CU7222,Masculino,1,No,Sí,52,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,56.74,2817.38,1,0
CU7223,Masculino,0,Sí,Sí,39,Dos años,Sí,Cheque electrónico,DSL,Sí,Sí,Sí,80.65,3075.38,2,0
CU7224,Masculino,0,No,Sí,68,Dos años,Sí,Transferencia,DSL,No,Sí,Sí,67.67,4739.83,0,0
CU7225,Femenino,0,No,No,17,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,27.21,452.51,0,0
CU7226,Masculino,0,Sí,No,69,Un año,No,Tarjeta de crédito,Fibra óptica,No,Sí,No,35.26,2488.81,3,0
CU7227,Masculino,0,Sí,No,34,Mes a mes,No,Cheque electrónico,Fibra óptica,Sí,Sí,No,30.81,1087.77,1,0
CU7228,Masculino,0,Sí,No,58,Un año,Sí,Domiciliación bancaria,DSL,No,No,Sí,67.82,3993.95,2,0
CU7229,Masculino,1,Sí,No,27,Mes a mes,Sí,Transferencia,DSL,No,Sí,Sí,69.09,1801.59,0,0
CU7230,Femenino,0,Sí,No,29,Dos años,Sí,Tarjeta de crédito,Sin internet,No,Sí,Sí,67.78,1930.13,1,0
CU7231,Masculino,0,No,Sí,47,Un año,Sí,Cheque electrónico,Fibra óptica,Sí,No,Sí,44.62,2089.23,3,0
CU7232,Femenino,0,No,Sí,13,Mes a mes,Sí,Cheque electrónico,DSL,No,No,Sí,30.72,369.9,0,0
CU7233,Masculino,0,No,No,61,Un año,Sí,Transferencia,Fibra óptica,Sí,Sí,Sí,96.52,6117.82,3,0
